Sr No,tweet,label
2432,"My nightmare scenario ?? 7,000 People Trapped on Mediterranean Cruise in Italy Over Suspected  #Coronavirus Case https://t.co/MJ3c85UlQy via @thedailybeast",2
2433,The fucking Chinese have a lot to answer for #coronavirus ??????,2
2434,World in brief ???? as @KenyaAirways monitors the damn #CoronavirusOutbreak #coronavirus just the same way our #GoK is observing locusts tour. https://t.co/9zZCVw9hCv,2
2435,"Unrestricted travel between #Antigua &amp; #China huh?

I guess it's only a matter of time before #coronavirus gets here.

???????",2
2436,"#coronavirus 
Best????
@MoHFW_INDIA https://t.co/6yt7u5Qpit",1
2437,"Too bad the whole picture doesn't fit on ig ????? still interesting though ????
--------
#coronavirus #pandemic #facemask #outbreak #viraloutbreak https://t.co/OtnOlZB3eo",1
2438,Funny how they’re not going down south isn’t it ?? #coronavirus,1
2439,I’m thinking if it’s safe to order stuff from China atm ?? #coronavirus,1
2440,"#Chicago would be one of the cities to have a #coronavirus coronavirus case. Wherever there's some foolery, our ass is right in the middle lbvs! 

If it ain't #JussieSmollett, or #EddieJohnson, it's coronavirus ?????????",1
2441,#kianamaye ON #coronavirus &amp; ??Global consciousness ?? https://t.co/rASOGJXmx9,1
2442,"THE SUPER BOWL WILL BE A SUPER PETRI DISH ????????

#CDC
#Illinois 
#ThursdayThoughts 
#ThursdayMood ??
#coronavirus 
#CoronavirusOutbreak 
#SuperBowl",1
2443,"Has anyone watched 'Contagion'...?  

??

#coronavirus https://t.co/MlMWuIuT76",3
2444,"Um, where did he get that mask? ?? ?? #coronavirus
#Coronavirus https://t.co/Dv275KPUS3",3
2445,"My sister, ladies and gentlemen. ?? #coronavirus https://t.co/lfzhypxrxk",1
2446,this simpsons episode aired in 1993 I am actually shook ???? #coronavirus https://t.co/FG3Q16blLE,1
2447,"Spoiler alert: it's the flu.

A handful of cases of #coronavirus and 15 million of the flu, which is an *annual* public health concern, this winter alone, and yet it's the former that has people out here wearing entire water coolers on their heads. ??????

https://t.co/Jc61nCGD21",1
2448,"Goosebumps! 
Stay strong #Wuhan ??
#coronavirus #coronarvirus #CoronavirusOutbreak",1
2449,"Cases of new #coronavirus have been reported in the US in 4 states! It appears like a bad cold and they don’t even know how it’s transmitted. ???????

Thought I was a germophobe before, I’m about to be #BubbleGirl. ??????? ??  https://t.co/pWrCDPtm4U",1
2450,"#BreakingNews :
North #Korea decided to excecute any citizen gets infected to prevent #CoronaVirus from spreading. 

What a decision??!!
The fat guy doesn’t have time to handle the issues peacefully ????",3
2451,"Okay, I'm taking bets on the #Coronavirus.. who else thinks that ""hospital"" #China is building is actually a furnace to burn the infected? ????",3
2452,I'm praying for the people who have this #coronavirus ??,1
2453,"AUA &amp; some other western airlines suspend flights to China to curb spreading of #coronavirus. Virus should be isolated, but not people's heart. I'm moved to see how people in Austria and from all over the world express their care&amp;support for China. My heartfelt thanks!??????",1
2454,First Person to Person case of #coronavirus confirmed in CHICAGO. Isn’t the #AllStar2020 weekend in Chicago ??. Y’all know where I’m going with this . . . https://t.co/8GS8AQoWwa,2
2455,stop sharing blunts??????? #coronavirus,2
2456,That’s how me and the boys make sure we don’t get #Coronavirus ??,1
2457,?? beautiful Lana Roy ?? ?? ??#WW84 #Warriors #EuphoriaHBO #coronavirus ?????? #coronavirus #ThursdayMotivation #Fortnite #GRAMMYLive ?? #LaLiga #NationalCroissantDay #????? https://t.co/hKKfVDS9ln,1
2458,"#Coronavirus: No support from #Nigerian govt, students in #China speak | ?? https://t.co/Ggp0ORlsv8

 #CoronavirusOutbreak #coronavirusec https://t.co/cJvFQHCy7e",1
2459,i’m done ???? dude said; they bout to send in osmosis jones for the #coronavirus,1
2460,This country is so panicked by #coronavirus that when I sneezed in Dubai Mall tonight I saw five people physically jump away from me ??,2
2461,"#China called #Islam a #virus. ?? 
#CoronaVirus",1
2462,I wonder why they've sent the #coronavirus patients here... ?? https://t.co/niMsK2uw8i,2
2463,"?? The #CoronaVirus is spreading! ??

??Retweet to spread awareness.

These are the latest confirmed updates from the database.
??????????????
?? Infected: 8235
?? Deaths: 171
? Recovered: 143
?????????????? https://t.co/mrgxCFciuN",3
2464,"Citizen and Foreign Friend, please do not to spreading Malicious Rumours ???????? #coronavirus #CoronavirusOutbreak #Coronaphobia #CoronaOutbreak https://t.co/y2mTFCkPJs",2
2465,INTERNAL*  joke to my Irish fellows ?? #coronavirus  ?? Weather Woman's Dramatic Storm Warning https://t.co/L1PRXVMQ7C via @YouTube,2
2466,I wonder why they've chosen to send the #coronavirus patients here....?? #ToriesOut #Labour https://t.co/4Fhnpj8b20,2
2467,Freaking out a little because the coronavirus is officially in Chicago and my family and I live in St.Louis ??!!!!! #coronavirus,2
2468,"#coronavirus Simpson exposed ??????

Full episode : https://t.co/BI4XlIPVGc

#corona
#CoronavirusOutbreak",3
2469,"Dear everyone who lives near or in China:

Stay safe and stay indoors! We wish you all the luck????

#coronavirus",1
2470,"#coronavirus 
Fighting boredom thread ????",1
2471,"Wuhan: is this the Chicago of China ?
#coronarvirus 
#ChinaCoronaVirus 
#coronavirus 
#ChinaVirus
Before the virus...
??https://t.co/c8zyevLfEv https://t.co/vm0HnPD9Pr",1
2472,?? gorgeous Brit Manuela abs??????ohhgosh???? looks like a tsunami in there??????#WW84 #Warriors #EuphoriaHBO #coronavirus ?????? #coronavirus #ThursdayMotivation #Fortnite #GRAMMYLive ?? #LaLiga #NationalCroissantDay #????? https://t.co/B8xsezAiwH,1
2473,The Asian people are the only one whose wearing the mask to protect #coronavirus ????????,1
2474,"BREAKING??: 

6th case of the #coronavirus now confirmed in France. 

????",2
2475,"As if the risk of the #coronavirus wasn't bad enough, now these poor buggers will have to do time on the #wirral ??",2
2476,"Imagine if this #coronavirus is #chinas secret attack on the world, and a population control program within there own country and the only reason it’s only not in places like Africa is because China has a major interest Africa and The Caribbean and South America ??????? Call me Crazy https://t.co/dLskHXVQC1",2
2477,"#Coronavirus

I dunno, one little virus and everyone's going BAT SHIT crazy...??",2
2478,Trying to time this #coronavirus  do I don’t make to work on Monday ???????? https://t.co/uYFdrz0yv4,3
2479,"Come ON, people! ????? ?? #coronavirus #CoronaBeer https://t.co/t2KSNmBXfV",3
2480,"Everyone someone sneezes ????
#coronavirus https://t.co/mP3wn3ALOC",1
2481,"If we turn the #Coronavirus infections into video view counts, it has just over 6,000 views and nobody wants to like and retweet????",2
2482,You better eat this bat ?? #coronavirus,2
2483,?? Brit Manuela ?????? #WW84 #Warriors #EuphoriaHBO #coronavirus ?????? #coronavirus #ThursdayMotivation #Fortnite #GRAMMYLive ?? #LaLiga #NationalCroissantDay #????? #Gorgeous ?? https://t.co/0OmR7sqwrE,1
2484,"So glad that WILBUR ROSS talked about IMPACT OF #CORONAVIRUS ON ITEMS MANUFACTURED IN CHINA.

??Does anyone know whether IVANKA TRUMP’S SWEATSHOPS ARE IN QUARANTINED AREAS???

WHAT IS SHE DOING TO DISINFECT ITEMS SHE IS SHIPPING TO USA FROM CHINA?

#ThursdayThoughts
#CantMakeItUp https://t.co/y0odieVpZj",2
2485,"Nice knowing you, folks ????? #coronavirus #CoronavirusOutbreak",1
2486,"NO Corona Virus ???? #coronavirus risk for #packaging #education #workshops #courses in #China and the Rest of World ??? thanks to the NVC Live Online Learning programmes (NO travel, WORLDWIDE access, 100% interactive LIVE online classes) ???????????????? https://t.co/hUy7lfnuiz https://t.co/lW7IU3qRhx",1
2487,"Country roads, take me home
To the place I belong ??????
#coronavirus",1
2488,"???? ???? ??#LoveChina #donation #coronavirus #sharinglove #umanity #solidarity #help #emergency #health #silkcouncil #grateful #peace #friendship #italy #china

“Love China” on https://t.co/gszG5q8Gih 

Thank you for your precious support! https://t.co/mpmJkmeN5v",1
2489,The latest The POLITICAL News hourly ®! https://t.co/CfNgaTWPMl Thanks to @novablak @Christy43250353 @CMitala #coronavirus #mufc,1
2490,"???? ???? ??#LoveChina #donation #coronavirus #sharinglove #umanity #solidarity #help #emergency #health #silkcouncil #grateful #peace #friendship #italy #china

“Love China” on https://t.co/gszG5q8Gih 

Thank you for your precious support!  ???????????? https://t.co/22hRG9IneZ",1
2491,When @FIU clout chases using the #coronavirus bc nobody outside of Miami-Dade County has ever heard of the school. ?????,1
2492,?? Sydney Sweeney ???????? #WW84 #Warriors #EuphoriaHBO #coronavirus ?????? #coronavirus #ThursdayMotivation #Fortnite #GRAMMYLive ?? #LaLiga #NationalCroissantDay #????? https://t.co/wjee2ud7hK,1
2493,"JUST SO WE'RE CLEAR: There's no connection between Corona beer and the #coronavirus. 

In the past week, online searches for ""corona beer virus,"" ""beer virus"" and ""beer coronavirus"" have surged. ??????????",1
2494,"??????Important advice on #2019nCoV contact tracing from the @ECDC_EU 
#coronavirus #surveillance",1
2495,"Between the #Coronavirus and the #flu, we get our fill of infectious diseases from social media. ?? But can #socialmedia also discourage people from getting #vaccinated? ORAU and @universityofga are trying to find out. ?? #FurtherTogether #HealthComm https://t.co/6bYIqMpJhv",1
2496,"??#Coronavirus

#Wuhan laboratory works with potentially dangerous viruses. #Anonymous https://t.co/ySMcvdXzi3",3
2497,"What do you think ?? about this combo? 
#CoronavirusOutbreak #BrunoDay #BrunoFernandes #ThursdayThoughts #brunofernades #FactsAboutTacha #ThursdayMotivation #ParkedAtOwnersRisk #buhariout #EFCC #BrunoFernandez #thursdaymorning #combo #thursdayvibes #coronavirus https://t.co/fzGmZFVKXC",3
2498,"???? ???? ??#LoveChina #donation #coronavirus #sharinglove #umanity #solidarity #help #emergency #health #silkcouncil #grateful #peace #friendship #italy #china

“Love China” on https://t.co/gszG5q8Gih 

Thank you for your precious support!  ???????????? https://t.co/ODgC1xVPcc",1
2499,"What is really happening in China rn particularly in Wuhan. ??????

#coronavirusPH #coronavirus #coronarvirus

Full Video: https://t.co/n4ZJBvoHAo https://t.co/XXoLviJDqi",1
2500,"???? ???? ??#LoveChina #donation #coronavirus #sharinglove #umanity #solidarity #help #emergency #health #silkcouncil #grateful #peace #friendship #italy #china

“Love China” on https://t.co/gszG5q8Gih 

Thank you for your precious support!  ???????????? https://t.co/GzCBI4UVsl",1
2501,"???? ???? ??#LoveChina #donation #coronavirus #sharinglove #umanity #solidarity #help #emergency #health #silkcouncil #grateful #peace #friendship #italy #china

“Love China” on https://t.co/gszG5pR4TH 

Thank you for your precious support!  ???????????? https://t.co/YpJBVorcNB",1
2502,"They predicted literally......everything  ??
#conspiracy #simpsons #coronavirus #CoronavirusOutbreak https://t.co/FeSJTUtVS3",1
2503,"Keep Safe Everyone ???? ???? ????
#Coronavirus #WuhunDeadlyDisease #coronavirusoutbreakAlert https://t.co/qhvzVWtXvQ",1
2504,When the Chinese leader says everything is under control ??????? #coronavirus #coronarovirus,1
2505,Bad idea to be in a ship right now. #China isn’t telling us the truth about #coronavirus  .. they should stay in the ship for two weeks ??,2
2506,"So 200 ppl from #Wuhan going to be staying in arrowe park hospital . #coronavirus now they will stay in the exact stay Accomodation which we stayed during on call  ????.
#CoronavirusOutbreak #Wuhan #Zombieland #worldwarz",2
2507,When the Chinese leader says everything is under control ??????? #coronavirus #coronarovirus https://t.co/tAD6shS1JK,2
2508,This is Twitter right now with corona virus vs influenza ???? #corona #flu #wuhan #who #coronavirus #influenza https://t.co/IK3DrFhnCu,3
2509,I think that the #coronavirus has infected Wilbur’s brain (along with the whole #GOP) as evid by their blind fealty to ?? Donnie!,2
2510,"In scary phase this is funny ??
#coronavirus  https://t.co/3kR6VZ8qGz",2
2511,"How fast are they updating the confirmed #coronavirus cases? My sister is a nurse in CA, and told me one of her friend’s patient has corona virus, however they havent updated the “confirmed cases”. The nurse that was in contact with the patient is now under quarantine. ??",2
2512,The latest The Glenn Quagmire ? Globe! https://t.co/EQETw5eBsa Thanks to @Zapaman @IndyLights @CivMilAir #coronavirus #bbcrugby,2
2513,"So, we are having all the #coronavirus quarantine people here on the #Wirral then. Even though the plane touches down miles away ??",2
2514,"If death is the other options they are absolutely over reaction ????

#coronavirus 
#??????_?????? https://t.co/kA2tTDN8vI",2
2515,"#coronavirus 
Improvising?? https://t.co/Ztdriv3bKx",3
2516,"#coronavirus #Wuhan #ChinaCoronaVirus #CoronavirusOutbreak How much are China covering up and not telling us?! With the rate it’s spreading Worldwide, and a country the size of China where all regions have reported cases... is the number of deaths really 170? ??",3
2517,"Avoid #coronavirus .. 
Don't spread #coronarvirus 

Pray for good health ??

Just retweet ?? for Confidence ..????

#coronavirusindia #CoronavirusWho #coronaviruschina #CoronaOutbreak #coronaviruskerala #coronaviruswuhan",1
2518,"May Allah....????

Protect All Of Us From The Killer Of The Decade #CoronaVirus.

People Living In Wuhan Province Of China Is Making It More Funny And Weird  While  Shopping In Markets. https://t.co/1vP9fLFQdM",1
2519,"#CDC confirms first human-to-human transmission of #coronavirus in the U.S. https://t.co/zl4cW1kQvo

??????",2
2520,"If you thought the Modi government was the only one spreading nonsensical pseudoscience about the #coronavirus , think again.

British Vogue is just as bad. One of the 5 suggestions is to ""Get under a happy lamp."" ?????

#publichealth #coronarvirus 

https://t.co/nhzVydn782",3
2521,"WE HAVE A 2319???!!!!!
#coronavirus https://t.co/opRYfqTp3A",1
2522,Be safe??.. #coronavirus,1
2523,"I wonder whether Anti-China sentiment spread along with #coronavirus .
Is there anyone give me some advice???",3
2524,Be safe??.. #coronavirus https://t.co/6WU1xCMn1R,1
2525,"This is the moment, before a Doctor leaves his wife to #Wuhan, treat #Coronavirus patients. ?? #China

This is a coronovirus suicide mission &amp; many of these brave doctors &amp; nurses won't come back to their loved ones. God bless them. The deadly virus is spreading worldwide. https://t.co/Bg8PRbuwtj",2
2526,in the midst of this #coronavirus nonsense i watched a woman cough into her hand and use the same hand to open a door that everyone has to use to get into the building from the parking garage ????,2
2527,He can F all the way off. Everything wrong in the world is always our fault. ?? #coronavirus,2
2528,"??BREAKING: @CDCgov confirms the first case of #coronavirus transmitted human-to-human in the U.S. Given the rapid spread of #2019nCov in #China, this should surprise no one. Expect cases to continue rising, including OUTSIDE… https://t.co/bSCC2LUPj4 https://t.co/khYSBFpsGy",2
2529,"The #coronavirus hysteria (#coronapanic?) on Twitter is ????????????????????????????????????! 
Please don't share unsubstantiated panic-spreading stories. Rely on @CDCgov, @WHO, and major media outlets. 

Have a #coronabeer: enjoy the irony of life.
https://t.co/ga0h8qQNIg",2
2530,When @JumiaUG gets you safe from #coronavirus. ?????????? https://t.co/sYk3FnXzxg,2
2531,"?? HEALTH ALERT: A professor at Towson University is being tested for #coronavirus...
#CoronavirusOutbreak 

https://t.co/Hx0e0o8jwr",2
2532,"??Breaking ??

The first human-to-human transmission of #coronavirus in the United States has been documented in Illinois.

The woman who contracted coronavirus last week, transmitted the virus to her husband, officials with the Centers for Disease Control said. https://t.co/2QNj9nWIVX",2
2533,"I can see 2020 not being a very nice year by far!
#australianfires #royalfamilydispute #worldwarthree #coronavirus #kobebryantdeath #indianprotests 
Whatever it is, it's not easy to look at! Let's be a little more aware, loving, forgiving and happy because life is uncertain! ???",1
2534,"Dogs , rats , snakes , locusts , and now bats ?? .....  why can’t they eat regular food materials ??? 

#coronavirus",2
2535,"me wanna be spoiled and live well ?????? , but i’m not really selfish #coronavirus #CoronavirusOutbreak #sugarbabyneeded #sugardaddywanted #SugarDaddys #SugarBabieswanted #sugardaddytwitter #sugardaddies #daddysgirl #FutureStars https://t.co/zZC2l9Cdjq",1
2536,"Of course. ?? #coronavirus #CoronaBeer 

https://t.co/HkBaMwUXVe",1
2537,The fear is kicking in ?? #coronavirus https://t.co/qQj5Wu7ovO,2
2538,"Be Safe out there, Folks. God bless and keep us. Amen ????#coronavirus https://t.co/ERZiT31L24",1
2539,I have a brilliant idea! Let’s stop buying stuff from China until the #coronavirus is over! ??,1
2540,"Attention

Chance of you dying from #coronavirus  (which is a common cold virus) :

0.0000001137 %

Now go have a nice cold Mexican beer ??",3
2541,Pray for the scientist out there giving their best to find a solution for this outbreak ???? #coronavirus #2019nCoV,1
2542,Folks in #China keeping themselves amused during some very worrying times #coronavirus #Bravo ??,3
2543,"#CoronaVirus
Respectfully, my2cents, CDC knew, flights in and out of China should've been canceled, when certain people decided ??'s are a delicacy &amp; 1st case showed up, never known to human beings in history, no cure...

https://t.co/VTl2eRxAPD",3
2544,"When the government said Philippines is ready and fully equipt for #coronavirus outbreak, they actually meant you have to eat MALUNGGAY ??",3
2545,"?? SYNCH DONE!

#GOD N’ ?? ANGELS ?? 

CURE!!!

#coronavirus #coronarovirus #AndThenSuddenly #coronavirusindia 

GOD IS ?? INSIDE ?? 

MYSELF ?? ?? ! Aaaawwwwooo! 

#Jesus #Muhammad #????_??_???? #?????????????????????? #?_??8??_??? #PrayForTheWorld https://t.co/OfVAm1P6sV",1
2546,"Taking a look  at how #coronavirus has spread in and of China between January 20 &amp; January 30.
From 291 cases to 7,711 cases in 10 days! This is a monster virus?? https://t.co/CfKEGrH1cw",2
2547,"Follow and like please #Messiah
#coronavirus #sefirinikizi #çukur #EnginAkuerek #CristianoRonaldo #BarcaLeganes #Mila
????????????
Explore my work on @snapwire - an easy way to share and sell beautiful photos world wide. https://t.co/09RhHGQkdT",2
2548,Shocking and scary ?????? #2019nCoV #coronavirus #coronarvirus @WHO #ChinaVirus,2
2549,"“In sickness and in health, till death do us part...” 
???? ?? ???? #CoronavirusOutbreak  #coronavirus https://t.co/Uq0anoY7Zx",1
2550,"Italy

???????? #PHEIC
#nCoV2019 #NovelCoronavirus
#CoronavirusOutbreak #coronavirus
#????
#?? #??
#??? #????
#?????????
#????????????????????????
#koronavirus 
#2019nCoV 
#nCoV19",1
2551,"New #coronavirus confirmed cases since yesterday:

China ???? ??429
Japan ???? ??2
Singapore ???? ??3
Taiwan ???? ??1
Australia ???? ??2
Malaysia ???? ??1
Korea ???? ??2
USA ???? ??1
France ???? ??1
Vietnam ???? ??3
Germany ???? ??1
Italy ???? ??2
India ???? ??1
Philippines ???? ??1

https://t.co/P8Nnz0VPxl",2
2552,Came after US - China Trade deal ??#coronavirus https://t.co/oqrEJ3z2AL,3
2553,"Where was all this fire durring the Ebola outbreak, Asians were separating African kids in schools???
#coronavirus https://t.co/3M1kkZocKn",2
2554,"Hey @thefive ...
Do you realize that now the novel #Coronavirus has passed the 2003 SARS Outbreak with over 8,200 confirmed cases in less than TWO MONTHS!  The SARS Outbreak topped out at just over 8,000 after  ONE YEAR !!!
??????
@greggutfeld @DanaPerino @JesseBWatters 
#TheFive https://t.co/YTdYZbw7yW",2
2555,"The construction of two new hospitals against #coronavirus are almost completed ???? China????add oil, come on #Wuhan, vamos #Hubei https://t.co/rwW6ZlRFhp",2
2556,Woof woof it really be like this ??????#coronavirus https://t.co/mmxmC9OPzT,2
2557,"Stay safe everyone. Always disinfect your hands and drink vitamins. ????

#coronavirus #coronavirusPH https://t.co/m4OAoYcLlm",1
2558,"#CoronaVirus

Thread ??

Read, and try to digest the scale of the problem, as also think of what one can try and do at individual/family level.",1
2559,The #coronavirus gonna take us all even the rats Washin up they don’t wanna get blamed for another disease??????...wya world health organization? https://t.co/zUK0EVwMP0,2
2560,#coronavirus I hope the @RoyalMail  are decontaminating all mail arriving in the UK from China. ??,1
2561,"#CDC reports first human to human #Coronavirus ?? transmission in the US. 

#CoronaVirusOC #KungFlu 

https://t.co/dRJCnlBOnE",1
2562,So the Corona Virus is NOT in the Boo-Ya Carson area? I hope not. ?? #Carson #coronavirus,1
2563,I noticed this #coronavirus is turning me into a #vegan ???? https://t.co/hoir1plL9T,1
2564,"""World Health Organization"" but don't panic right? ??????#coronavirus",1
2565,"Eating bats ??, lizard ??, snake ??, pigs ??, dog ??, Monkey ?? m, causes #coronavirus. All these things Are ban in islam. Thats why 
I love islam ?? https://t.co/D05ddtpQZn",1
2566,"establishment propoganda
""save the planet"" .. #coronavirus??",1
2567,Marked myself safe from #CoronaVirus ???? https://t.co/Mi5aP8JGpG,1
2568,Every day seems like the next episode in the #Coronavirus horror/zombie takeover tv series! ??,1
2569,"While the CDC says immediate risk to the American public from the new #coronavirus is still low, it's important to know the signs and symptoms — and take steps to prevent further spread of the virus. What you need to know ?? https://t.co/XZMWKo6Irz https://t.co/0Ym77o7503",2
2570,"If a doctor diagnosed me with #coronavirus before I knew about it I'd think this nigga was messing with me, like how can you make a virus sound exotic ??????",1
2571,"Explosions, #coronavirus... #Wirral trending doesn't often make for a barrel o' laughs does it? Maybe third time lucky...assuming we get that far ??",1
2572,Who name that shit tho ??#Coronavirus,1
2573,#coronavirus  Prayers????????????????,1
2574,Very informative and important thread ?? regarding how #coronavirus #2019nCoV is transmitted and how to protect yourself and others (hint: wash your hands regularly and don't touch your face) https://t.co/zsXal82Apa,1
2575,"Corona virus is a concern, but flu takes more lives ?? #getaflushot #flushot #coronavirus #CoronavirusOutbreak #WuhanCoronavirus https://t.co/snQCTnfq9S",1
2576,Nothing pleases me more than listening to armchair microbiologists on #bbcqt about how to contain #coronavirus ???????,1
2577,Roommate bought his girlfriend an early Valentines Day present. #coronavirus ?? https://t.co/W9qgBLeiol,1
2578,"RETWEET IT ??????????
#coronarovirus #coronavirus",1
2579,"#coronaviruswuhan #coronavirus
#coronaviruschina 
News 2019-nCoV?????

The World Health Organization has #declared the outbreak of a new coronavirus to be a public health #emergency of international concern??????

https://t.co/2tVxVHPnJZ https://t.co/iKVIDLoIgi",3
2580,#coronavirus reminds me of the korean movie flu??,2
2581,"RESPECT ND RETWEET IT ??????????
#coronarovirus #coronavirus",1
2582,"RESPECT ND RETWEET IT ????????
#coronarovirus #coronavirus",1
2583,"RESPECT ND RETWEET IT ????????????
#coronarovirus #coronavirus",1
2584,"Not really sure how to feel about one of the #coronavirus quarantine sites being at at Arrowe Park Hospital, #Wirral where I live. Might be good to have a specialist centre close to home?! ??",2
2585,Usually have a Chinese on Friday don’t think I’ll bother this week tbh ?? #coronavirus,2
2586,"RESPECT ND RETWEET IT ????????????
#coronarovirus #coronavirus",1
2587,"RESPECT ND RETWEET IT ????????
#coronarovirus #coronavirus",1
2588,"Fact Check: TRUE ?

#coronavirus #BuyStonks",1
2589,"RESPECT ND RETWEET IT ??????????
#coronarovirus #coronavirus",1
2590,"The #coronavirus is literally spreading all over the World, yet not one case of has been reported in Russia as of yet.
What are the odds ??
#cdnpoli #auspol #Brexit https://t.co/tkxL61FmNc",1
2591,"Trinidad and Tobago will not be accepting travelers from #China for 14 days

#CoronaVirus ??",2
2592,#coronavirus a Global health emergency ??,2
2593,"#coronavirus could wipe out 90% of the population and #fedrepo would still be sending Stocks to all time highs. #bubble #pump ???????

$SPY $MSFT $AMZN $FB $SBUX $JPM $GOOG $JNJ $BABA $NKE $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $NOC $NFLX $C $BA $LMT $RTN $OXY $NOW",2
2594,meanwhile...                    #coronavirus ?? https://t.co/OY8o4XSyjx,1
2595,"RESPECT ND RETWEET IT ????????????????
#coronarovirus #coronavirus",1
2596,"RESPECT ND RETWEET IT ????????????????
#coronarovirus #coronavirus",1
2597,"We needed to have a confirmation that a carrier of the nCoV/ #coronavirus has entered the Philippines before we made preventive measures.

Whatever happened to ""prevention is better than cure” especially since there is still no cure?

I guess it’s better late than never. ??????? https://t.co/UBuyVBRd9T",1
2598,"New #coronavirus confirmed cases since yesterday:

China ???? ??1338
Japan ???? ??2
Singapore ???? ??3
Taiwan ???? ??1
Australia ???? ??2
Malaysia ???? ??1
Korea ???? ??2
USA ???? ??1
France ???? ??1
Vietnam ???? ??3
Germany ???? ??1
Italy ???? ??2
India ???? ??1
Philippines???? ??1

https://t.co/GfbznDuFJ3",2
2599,"Oh damn. 
The Mighty Mouth is talking to herself again - this time about #coronavirus, #datablocking, and #interoperability! 
Yes, it's the latest @hilarious_is! 
Just press play ????
https://t.co/XfHfc2RRXF https://t.co/NVSsFHqeJA",2
2600,"RESPECT ND RETWEET IT ??????????????
#coronarovirus #coronavirus",1
2601,"Oh damn.
@MightyCasey is talking to herself again - this time about #coronavirus, #datablocking, and #interoperability!
Yes, it's the latest episode - just press play ????
https://t.co/XWuZKBYOpQ https://t.co/rkKYSD1XHI",2
2602,"RESPECT ND RETWEET IT ????????????
#coronarovirus #coronavirus",1
2603,"https://t.co/sqGkuBs8gx??????

#5G Launches In #Wuhan Weeks Before #Coronavirus Outbreak

 @gregreese 

https://t.co/JR1t2itEOR",1
2604,"""World Health Organization declares #coronavirus outbreak a public health emergency"" ??praying for all affected by  this new #coronavirus [2019-nCoV] #WHO (Wuhan virus)...",1
2605,"?? #TravelAlert ??
American Airlines pilots sue to halt US-China flights amid #coronavirus epidemic https://t.co/xQHnnrTzeM",1
2606,"RESPECT ND RETWEET IT ????????????????
#coronarovirus #coronavirus",1
2607,"RESPECT ND RETWEET IT ??????????????
#coronarovirus #coronavirus",1
2608,"As seen on TV: #economic impact of #coronavirus.
Zero. Nada. Not even coronavirus can fight @FederalReserve or trump's tweetfeed ?? https://t.co/sYYvMFI8vT",2
2609,"RESPECT ND RETWEET IT ????????????
#coronarovirus #coronavirus",1
2610,"North Korea channeling airplains from and to #China aswell as traveling with thrains

#CoronaVirus ?? https://t.co/HDJ6PvcKKy",3
2611,"RESPECT ND RETWEET IT ??????????????????
#coronarovirus #coronavirus",1
2612,"RESPECT ND RETWEET IT ????????????????
#coronarovirus #coronavirus",1
2613,"RESPECT ND RETWEET IT ??????????????
#coronarovirus #coronavirus",1
2614,This talking corpse is always horrifying.  ???? #WilburRoss #Coronavirus,3
2615,"RESPECT ND RETWEET IT ????????????
#coronarovirus #coronavirus",1
2616,"RESPECT ND RETWEET IT ??????????
#coronarovirus #coronavirus",1
2617,"I'm fucking DEAD!! ??????????????????

#coronavirus https://t.co/LDhfDLzpNv",2
2618,With 170 dead and 8000 infected people #Coronavirus is a Global health emergency ?? now.,3
2619,This guy may help ? Non ?#Coronavirus ?? https://t.co/Zt2PHdJe7r,2
2620,"North Korea suspends airplanes from and to #China as well as traveling with trains

#CoronaVirus ?? https://t.co/brSlJHh7br",3
2621,"RESPECT ND RETWEET IT ??????????????????
#coronarovirus #coronavirus",1
2622,"RESPECT ND RETWEET IT ????????????????
#coronarovirus #coronavirus",1
2623,"#BREAKINGNEWS ?? The #CoronaVirus has just been declared a global emergency by the #WorldHealthOrganization and the first case of human-to-human spreading has just been reported???? 

#THOUGHTS ?? (via: AP) https://t.co/2imuTk75dh RT @935KDAY",2
2624,"RESPECT ND RETWEET IT ??????????????
#coronarovirus #coronavirus",1
2625,"The fact is, unless you are a health expert, you probably know very little on how to tackle #CoronaVirus . Looks like we need to trust those pesky experts ??#BBCQT",1
2626,"RESPECT ND RETWEET IT ????????????
#coronarovirus #coronavirus",1
2627,"RESPECT ND RETWEET IT ??????????
#coronarovirus #coronavirus",1
2628,"??PRESS RELEASE Government of #Belize Press Office. Update No. 2 on #coronavirus, now a Public Health Emergency ??""The Ministry will be following the developments...the #Caribbean region still at low risk. One case of interest in Corozal, but to date, has no confirmed cases"" https://t.co/EmZcJVc5DR",1
2629,#Coronavirus stuns under the microscope (??: CDC) https://t.co/6FpVJw3zth,2
2630,"Can’t believe we need this reminder! And also (stop eating anything you can find, China) ?????? #CoronaVirus",3
2631,"2020 Year of the Rat ?? 
Give them a break ??
#norovirus #coronavirus",2
2632,"RESPECT ND RETWEET IT ??????????????????????
#coronarovirus #coronavirus",1
2633,This is my reason why I say Luv ISLAM and ALLAH SWT reply to those of you who have trampled us ?? #coronavirus #islam,1
2634,"RESPECT ND RETWEET IT ????????????????????
#coronarovirus #coronavirus",1
2635,"RESPECT ND RETWEET IT ??????????????????
#coronarovirus #coronavirus",1
2636,"If only! ????

#coronarovirus #coronavirus #virus https://t.co/kEd03z6tbc",3
